product_code;active;name;price;vat;unit;category;producer;other_price;pkwiu;weight;priority;short_description;description;mainpage;mainpage_priority;stock;stock_warnlevel;availability;delivery;views;rank;rank_votes;"images 1";"images 2";"images 3";"images 4";"images 5";"images 6";"images 7";"images 8"
1D92-80488;1;"KarateGi TOKAIDO KATA MASTER Pro";929.00;23%;szt.;"KARATE > KARATE GI";TOKAIDO;0.00;;1;1;"<p style=""text-align: center;""><strong>KarateGi TOKAIDO KATA MASTER Pro</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>KarateGi TOKAIDO KATA MASTER Pro</strong> to najnowszy produkt TOKAIDO stworzony z myślą o osobach specjalizujących się w Kata. KATA MASTER Pro to strój produkowany tylko w Japonii w oparciu o nowe standardy jakości oraz komfortu treningu. KarateGi stworzone z nowoczesnego połączenia materiałów, Bawełny (70%) oraz Poliestru (30%) o gęstości 14OZ. Zastosowany materiał jest bardzo wytrzymały i odporny na kurczenie w praniu, pomimo swojej ciężkości sprawia wrażenie dużo lżejszego.</span></p>  <p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong> KarateGi TOKAIDO KATA MASTER Pro</strong> to strój wykonany zgodnie z <strong> krojem Kata</strong>, krótsze rękawy oraz nogawki. Spodnie Kimona posiadają specjalny podwyższony pas z tradycyjnym wiązaniem na szur, dzięki czemu nie przemieszczają się nawet podczas wykonywania skomplikowanych technik. KATA MASTER Pro to kimono z certyfikacją WKF, posiada dodatkową etykietę WKF na kurtce oraz dodatkowe haftowane logo TOKAIDO na klapie i karku. </span><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>KarateGi TOKAIDO KATA MASTER Pro</strong> to nowoczesny strój dla zawodników jak i pasjonatów Kata, wykonany w oparciu o technologię ULTRA SOUND zapewnia akustykę wykonywanych technik. Materiał Kimona wyprodukowany w technologii PRE SHRINK.</span></p>  <p style=""text-align: justify;""> </p>  <p style=""text-align: center;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><em style=""font-size: 13px; font-family: Tahoma, Geneva, sans-serif;""><span style=""font-family: verdana, geneva;"">Produkty TOKAIDO wykonane w Japonii zamawiane są specjalnie dla klienta. Cały proces może potrwać około tygodnia.</span></em></span></p>  <p style=""text-align: center;""> </p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>KarateGi wyprodukowane w Japonii</strong>,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Posiada certyfikację WKF,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wykonane z wysokiej jakości mieszanki bawełny oraz poliestru (70%/30%) - 14OZ,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Spodnie posiadają specjalny podwyższony pas z tradycyjnym wiązaniem,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Kimono zaprojektowane do Kata,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Posiada dodatkowe wzmocnienia oraz przeszycia,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Produkt klasy premium.</span></li>  </ul>  <p> </p>  <div class=""video-container""><iframe style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.youtube.com/embed/WzR31eDVpiI?rel=0&amp;controls=0&amp;showinfo=0"" width=""640"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></div>";0;0;8;0;"dostępny na zamówienie";"48 godzin";1262;4.5;2;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/9e4f92b165f8b910f1110d6c408299a8.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/8d1faca9f9c97beaf333a1698c0d8b91.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/57b6d9136d5b839fb75b3e3599b6bbe9.jpg;;;;;
26E8-8466E;1;"KarateGi TOKAIDO YAKUDO";909.00;23%;szt.;"KARATE > KARATE GI";TOKAIDO;0.00;;1;1;"<p style=""text-align: center;""><strong>KarateGi TOKAIDO YAKUDO</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt;""><span style=""font-family: verdana, geneva;""><strong>KarateGi TOKAIDO YAKUDO</strong> (znane w Japonii jako TSA) to kolejny strój dedykowany do Kata. KarateGi wyprodukowane w Japonii z bawełny (100%) o gęstości 12OZ. W odróżnieniu od modelu KATA MASTER Pro, YAKUDO dedykowane jest osobom, które oczekują tradycyjnego wyglądu stroju. KarateGi YAKUDO posiada tradycyjny japoński krój, oraz pozbawione jest dodatkowego logo, które często znajdują się na nowoczesnych europejskich modelach. KarateGi TOKAIDO YAKUDO posiada obszerniejszy krój, co w połączeniu z zastosowanym ciężkim materiałem poprawia akustykę wykonywanych technik. </span><span style=""font-family: verdana, geneva;"">YAKUDO to strój do Karate wykonany z dbałością o każdy szczegół w oparciu o sugestie i uwagi tradycyjnych organizacji Karate.</span></span></p>  <p style=""text-align: justify;""> </p>  <p style=""text-align: center;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><em style=""font-size: 13px; font-family: Tahoma, Geneva, sans-serif;""><font face=""verdana, geneva"">Produkty TOKAIDO wykonane w Japonii zamawiane są specjalnie dla klienta. Cały proces może potrwać około tygodnia.</font></em></span></p>  <p style=""text-align: center;""> </p>  <ul>  <li style=""text-align: justify;""><strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">KarateGi wyprodukowane w Japonii,</span></strong></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Spodnie posiadają tradycyjny sznur,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wykonane z bawełny (100%) o gęstości 12OZ,</span></li>  <li style=""text-align: justify;""><strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">KarateGi do Karate Tradycyjnego - brak dodatkowych oznaczeń,</span></strong></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Obszerniejszy krój,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">W Japonii dostępne pod nazwą TSA.</span></li>  </ul>";0;0;21;0;"dostępny na zamówienie";"48 godzin";820;4.33333;3;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/e55479e8c73019598eba2cd84afc8439.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/31b4489c2b91f0cd935a6689a16e2300.jpg;;;;;;
051A-9263E;1;"KarateGi TOKAIDO HAYATE";699.00;23%;szt.;"KARATE > KARATE GI";TOKAIDO;0.00;;1;1;"<p style=""text-align: center;""><strong>KarateGi TOKAIDO HAYATE</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>KarateGi TOKAIDO HAYATE</strong> to kimono zaprojektowane specjalnie <strong>dla osób specjalizujących się w Kumite</strong>. KarateGi wyprodukowane w Japonii ze specjalnej kombinacji bawełny (50%) oraz poliestru (50%) o gęstości 8OZ. Pomimo faktu produkowania KarateGi w Japonii, strój ten posiada europejski krój, czyli dłuższe rękawy i krótszą klapę. Zastosowane połączenie materiałów użytych do produkcji Kimona zapewnia szybkie schnięcie stroju. KarateGi jest bardzo lekkie i nie ogranicza ruchów ćwiczącego. KarateGi HAYATE to kimono wykonane z dbałością o każdy szczegół. HAYATE to idealne <strong>kimono do kumite</strong>, które sprawdzi się na zawodach lub podczas codziennych treningów.</span></p>  <p style=""text-align: justify;""> </p>  <p style=""text-align: center;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><em style=""font-size: 13px; font-family: Tahoma, Geneva, sans-serif;""><font face=""verdana, geneva"">Produkty TOKAIDO wykonane w Japonii zamawiane są specjalnie dla klienta. Cały proces może potrwać około tygodnia.</font></em></span></p>  <p style=""text-align: center;""> </p>  <p style=""text-align: justify;""> <strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">KarateGi wyprodukowane w Japonii,</span></strong></p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Europejski krój,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wykonane z połączenia bawełny i poliestru (50%/50%) o gęstości 8OZ,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Tradycyjny wygląd bez dodatkowego logo,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Idealne Kimono do Kumite,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">W Japonii dostępne pod nazwą NST.</span></li>  </ul>";0;0;1;0;"dostępny na zamówienie";"48 godzin";946;3.5;2;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/1e39453758a26fbc8e41ad81a7819f40.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/1a73111b921b78e76a1564170fc15e7e.jpg;;;;;;
32FF-55616;1;"KarateGi KAITEN Eco";129.00;23%;szt.;"KARATE > KARATE GI";KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>Karate Gi KAITEN Eco</strong></p>";"<p><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>KarateGi KAITEN Eco</strong> dobrej jakości KarateGi wykonane w całości z bawełny o gęstości 8OZ. Eco to <strong>idealne kimono do karate dla dzieci</strong>, lub dla osób rozpoczynających treningi. Zastosowany materiał jest lekki i szybko schnie.  Spodnie KarateGi posiadają elastyczny ściągacz, oraz sznur do wiązania. KAITEN Eco to strój wykonany w oparciu o tradycyjne założenia dotyczące kroju - Rękawy oraz klapa są dłuższe. KarateGi KAITEN Eco dostarczane jest z białym pasem w komplecie. KAITEN rekomenduje Eco jako strój w powodzeniem stosowany w AIKIDO lub JuJitsu.</span></p>  <p><span style=""font-size: 10pt;""> </span></p>  <ul>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Idealne Kimono do Karate dla dziecka</strong>,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;""><span style=""font-family: verdana, geneva;"">Bawełna 100% (8OZ),</span></span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;""><span style=""font-family: verdana, geneva;"">Tradycyjny krój,</span></span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;""><span style=""font-family: verdana, geneva;"">Spodnie z elastycznym ściągaczem,</span></span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;""><span style=""font-family: verdana, geneva;"">Dostarczane z białym pasem w komplecie.</span></span></li>  </ul>";1;1;62;0;"brak informacji";"48 godzin";1441;4.22667;9;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/7c1ca5e88d9c8f838f45f5d13656be2f.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/6181a75c1e3d110999320b3760587556.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/e2e0fecaade66c5f692dfb03f5b804d5.jpg;;;;;
F7A4-20028;1;"Pas KAITEN Czarny - Bawełna";49.00;23%;szt.;"KARATE > PASY DO KARATE";KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>Pas KAITEN Czarny - Bawełna</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Bardzo dobrej jakości <strong>czarny pas do Karate</strong> firmy KAITEN. Pas wykonany z Bawełny (100%), posiada elastyczny wkład i szerokość około 4,3cm. Obi KAITEN wykonane są bardzo starannie, wyglądają estetycznie i są bardzo trwałe.</span></p>  <ul>  <li style=""text-align: justify;""><strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">Pas wykonany z bawełny 100%,</span></strong></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Elastyczny wkład,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Trwały kolor,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Szerokość 4,3cm,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Starannie wzmocniony</span>.</li>  </ul>";0;0;17;0;"brak informacji";"48 godzin";729;5;1;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/42b886220dbaa32ae28b7c9ab4e56651.jpg;;;;;;;
E54A-83596;1;"Pas KAITEN Czarny - Satyna";89.00;23%;szt.;"KARATE > PASY DO KARATE";KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>Pas KAITEN Czarny - Satyna</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Czarny pas do Karate firmy KAITEN</strong>. Pas wykonany z Satyny(100%), posiada elastyczny wkład i szerokość około 4,3 Cm. Obi KAITEN posiada liczne przeszycia i wzmocnienia, dzięki czemu długo będzie służył ćwiczącemu. Zastosowana przy produkcji pasa satyna nadaje mu charakterystyczny matowy kolor.</span></p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Satynowy – Czarny pas do KARATE</strong>,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Elastyczny wkład,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Trwały kolor,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Szerokość 4,3 Cm,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wzmocniony licznymi przeszyciami.</span></li>  </ul>";0;0;6;0;"brak informacji";"48 godzin";788;4.5;4;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/c2baea987730d6f39ac4ebeb974550e8.jpg;;;;;;;
A384-13553;1;"Pasy KAITEN Kolorowe";30.00;23%;szt.;"KARATE > PASY DO KARATE";KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>Pasy KAITEN Kolorowe</strong></p>";"<p style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Profesjonalne pasy do tradycyjnych sztuk walki</strong> od firmy KAITEN. Obi KAITEN są wykonane są z bawełny (100%), posiadają elastyczny wkład, dzięki czemu pas wygląda estetycznie i wygodnie się go wiąże. Pasy KAITEN wzmocnione są 8 przeszyciami, są odporne na przetarcia i bardzo wytrzymałe, długo posłużą ćwiczącemu. Dostępne w długościach od 230CM do 350CM, szerokość 4CM.</span></p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt;"">Wykonane z bawełny 100%,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt;"">Szerokość 4cm,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt;"">Dostępne w rozmiarach 230CM do 350CM,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt;"">Wzmocnione 8 przeszyciami,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt;"">Trwałe kolory.</span></li>  </ul>";0;0;9968;4;"brak informacji";"48 godzin";1616;5;2;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/5df9b6570c1a7815af3841fa20c2259e.jpg;;;;;;;
3C16-18820;1;"Pas MIZUNO Czarny";129.00;23%;szt.;"JUDO > PASY DO JUDO";MIZUNO;0.00;;1;1;"<p style=""text-align: center;""><strong>Pas MIZUNO Czarny</strong></p>";"<p style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Pas MIZUNO Czarny</strong> jest to wysokiej jakości OBI do Judo wykonane w całości z bawełny (100%). <strong>Pas MIZUNO</strong> posiada gruby i elastyczny wkład, dzięki czemu wygląda bardzo estetycznie oraz jest bardzo wytrzymały.  OBI wykonane bardzo starannie, posiada 13 przeszyć i szerokość 4,5CM. <strong>Produkt z aprobatą IJF.</strong></span></p>  <ul>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Czarny Pas do JUDO</strong>,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Wzmocniony 13 przeszyciami,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Wytrzymały i odporny na przetarcia,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Matowa czerń,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Certyfikacja IJF,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva;""><span style=""font-size: 13.3333px;"">Srebrne Logo 3D,</span></span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva;""><span style=""font-size: 13.3333px;"">Szerokość 4,5CM.</span></span></li>  </ul>";0;0;88;0;"brak informacji";"48 godzin";883;4;2;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/defe675d3852f6385d72274dc09a0245.jpg;;;;;;;
3A6F-401FB;1;"Rękawice KAITEN Wuko-JKA";79.00;23%;szt.;NAPIĘSTNIKI;KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>Rękawice KAITEN Wuko/JKA</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Rękawice KAITEN WUKO/JKA</strong> - <strong>wykonane ze skóry</strong> rękawice do Karate od firmy KAITEN. Rękawice KAITEN posiadają uchwyty na 4 palce, oraz elastyczne mocowanie na nadgarstek. Solidne wykonanie oraz zamszowy wkład sprawiają, że rękawice KAITEN nie zsuwają się z dłoni podczas treningu. Model stosowany w organizacjach JKA/WUKO <strong>stosowane jako rękawice do Karate Kyokushin.</strong></span></p>  <ul>  <li style=""text-align: justify;""><strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">Skórzane rękawice do KARATE</span></strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Uchwyt na 4 palce,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Elastyczne mocowanie na nadgarstek,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Zamszowa wyściółka,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Stosowane przez JKA/WUKO,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Dostępne w rozmiarach S, M, L, XL.</span></li>  </ul>";0;0;4;0;"brak informacji";"48 godzin";766;4.33333;3;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/6b10168d6cf29f5f86c36a4e7d0cfd5f.jpg;;;;;;;
668E-14573;1;"KAITEN Napięstniki do Karate";79.00;23%;szt.;NAPIĘSTNIKI;KAITEN;0.00;;1;1;"<p style=""text-align: center;""><strong>KAITEN Napięstniki do Karate<br /></strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Napięstniki do KARATE</strong> od firmy KAITEN, dedykowane osobom trenującym kumite. <strong>Napięstniki KAITEN</strong> posiadają poliuretanowy, lekki wkład i pokryte są wytrzymałą sztuczną skórą. Zastosowany wkład bardzo dobrze amortyzuje uderzenia i jest bardzo lekki. Napięstniki KAITEN posiadają elastyczne zapięcie na nadgarstek, dzięki któremu rękawice nie zsuwają się z dłoni podczas treningu. Idealne napięstniki dla osób które trenują kumite i jednocześnie nie startują w zawodach które wymagają przyrządów z certyfikacją WKF. KAITEN dostarcza swoje napięstniki w rozmiarach: S, M, L, XL.</span></p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Poliuretanowy, lekki wkład,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Pokryte sztuczną skórą,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Solidnie wykonane napięstniki do Karate</strong>,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Dostępne w kolorach: niebieskim oraz czerwonym,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Elastyczne mocowanie na nadgarstek.</span></li>  </ul>";0;0;2;0;"brak informacji";"48 godzin";714;5;2;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/c6303b50fdd14d390cd774e6afbc454e.jpg;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/518173e7fb4137a295534eecb555bc14.jpg;;;;;;
8C00-64135;1;"WILSON Ochraniacz szczęki";22.00;23%;szt.;OCHRANIACZE;WILSON;0.00;;1;1;"<p style=""text-align: center;""><strong>WILSON Ochraniacz szczęki</strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Ochraniacz szczęki firmy WILSON</strong>. Wykonany z bezbarwnej gumy, którą można dopasować to indywidualnych wymiarów po zanurzeniu w gorącej wodzie. Ochraniacz WILSON zbudowany jest z dwóch warstw gumy; Zewnętrzna - zapewnia stabilną ochronę, wewnętrzna - możliwość kształtowania. Ochraniacz szczęki WILSON dostępny jest w rozmiarach Junior oraz Senior.</span></p>  <p style=""text-align: justify;""> </p>  <ul>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Profesjonalny ochraniacz szczęki</strong>,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wykonany z dwóch warstw gumy,</span></li>  <li style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;"">Dostępny w rozmiarach Junior oraz Senior.</span></li>  </ul>";0;0;1;0;"brak informacji";"48 godzin";464;5;1;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/afdd4ee183125c64a8f0e649344b15d7.jpg;;;;;;;
34CF-335EB;1;"Pas DAX Tori Czarny";44.00;23%;szt.;"KARATE > PASY DO KARATE";DAX;0.00;;1;1;"<p style=""text-align: center;""><strong>Pas DAX Tori Czarny</strong></p>";"<p><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Czarny Pas DAX Tori</strong> jest to profesjonalny <strong>pas do Karate</strong>, <strong>Taekwondo</strong> czy <strong>Judo</strong>. Czarny Pas DAX został w całości wykonany ze 100% bawełny. Pas posiada 11 przeszyć oraz sztywny, wzmocniony wkład. Pas DAX Tori przeznaczony jest do tradycyjnego, podwójnego lub pojedynczego owinięcia. Kolor pasa jest trwały i nie zostawia śladów na stroju. Czarny Pas DAX Tori dostępny jest w długościach: 240 - 360.</span></p>  <ul>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">Profesjonalny czarny Pas do sztuk walki,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">100% Bawełna,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">Szerokość ok.4,5cm,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">11 przeszyć,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">Trwały kolor,</span></li>  <li><span style=""font-family: verdana, geneva; font-size: 10pt;"">Dostępny w rozmiarach 240-360.</span></li>  </ul>";0;0;3;1;"brak informacji";"48 godzin";693;0;0;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/3adff360c713660c7de6a492177af263.jpg;;;;;;;
B630-20841;0;"Pas ADIDAS Czarny";69.00;23%;szt.;"KARATE > PASY DO KARATE";ADIDAS;0.00;;1;1;"<p style=""text-align: center;""><strong>Pas ADIDAS Czarny</strong></p>";"<p style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;""><strong>Czarny Pas do sztuk walki firmy ADIDAS</strong>. Pas w całości wykonany z wysokiej jakości bawełny (100%). Pas został wielokrotnie wzmocniony przeszyciami a zastosowana bawełna sprawia, że jest bardzo odporny na wszelkiego typu przetarcia oraz uszkodzenia. Czarny Pas firmy ADIDAS dostępny jest w długościach od 260CM do 360CM, szerokość pasa to około 4CM.</span></p>  <ul>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Czarny Pas do Sztuk Walki,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Wykonany z bawełny,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Szerokość 4cm,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Wyjątkowo wytrzymały,</span></li>  <li style=""text-align: justify;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">Dostępny w wielu długościach.</span></li>  </ul>";0;0;8;0;"brak informacji";"48 godzin";247;5;1;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/4e93db38611f563d8e5fd3856baee252.jpg;;;;;;;
1ACE-265B7;1;"Torba TOKAIDO Monster Bag";349.00;23%;szt.;AKCESORIA;TOKAIDO;0.00;;1;1;"<p style=""text-align: center;""><strong>Torba TOKAIDO Monster Bag </strong></p>";"<p style=""text-align: justify;""><span style=""font-size: 10pt; font-family: verdana, geneva;""><strong>Wielofunkcyjna torba sportowa TOKAIDO Monster Bag</strong> została zaprojektowana tak by sprostać wielu oczekiwaniom. TOKAIDO Monster Bag jest bardzo obszerna, wyposażona została w dwie boczne kieszenie z zamkiem oraz jedną wewnętrzną. Materiał użyty do produkcji torby TOKAIDO umożliwia oddychanie zawartym przedmiotom, co idealnie sprawdza się przy transporcie ochraniaczy lub innego sprzętu do treningu. TOKAIDO Monster Bag może być noszona, jako plecak lub torba na ramię. Spód torby można wyciągnąć, zwiększając tym samym jej pojemność. TOKAIDO Monster Bag to idealny wybór dla osób, które podróżują z większą ilością ochraniaczy lub stroi treningowych.</span></p>  <ul>  <li><strong><span style=""font-size: 10pt; font-family: verdana, geneva;"">Duża obszerna torba od TOKAIDO,</span></strong></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Dodatkowa wewnętrzna kieszeń,</span></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Dwie boczne kieszenie z zamkiem,</span></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Możliwość zwiększenia pojemności,</span></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Wymiary 60x48x20CM,</span></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Waga około 2KG,</span></li>  <li><span style=""font-size: 10pt; font-family: verdana, geneva;"">Unikalny design.</span></li>  </ul>";0;0;3;0;"brak informacji";"48 godzin";664;4.4;5;https://sklep27364.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/d36912513aaf50a7942f3a61580fdfbc.jpg;;;;;;;
